DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2015,100022,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2016,96791,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2017,101581,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2018,101557,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2019,101714,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2020,112440,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2011,22221,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2012,23057,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2013,23589,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2014,23499,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2015,24498,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2016,25094,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2017,25002,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2018,25547,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2019,25606,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Ireland,2020,26979,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2011,1630,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2012,1586,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2013,1779,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2014,1662,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2015,1800,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2016,1931,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2017,1847,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2018,1842,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2019,1858,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Iceland,2020,1888,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2011,517009,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2012,537356,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2013,525750,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2014,526722,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2015,572008,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2016,546962,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2017,578849,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2018,561699,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2019,571434,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Italy,2020,669714,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2011,29136,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2012,29428,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2013,30019,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2014,29478,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2015,31049,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2016,30627,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2017,30835,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2018,30421,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2019,29325,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Lithuania,2020,33403,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2011,20992,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2012,21623,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2013,21341,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2014,21167,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2015,21421,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2016,21665,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2017,21920,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2018,21991,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2019,21385,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Latvia,2020,22487,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2011,110396,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2012,115713,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2013,117578,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2014,115409,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2015,123395,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2016,125078,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2017,126915,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2018,130136,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2019,129266,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Netherlands,2020,145396,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2011,34603,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2012,35517,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2013,34069,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2014,33759,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2015,34302,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2016,34570,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2017,34907,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2018,34841,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2019,34704,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Norway,2020,34720,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2011,262741,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2012,271950,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2013,277799,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2014,272894,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2015,290513,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2016,286583,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2017,302926,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2018,314072,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2019,312790,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Poland,2020,373117,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2011,77893,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2012,80203,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2013,78757,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2014,77602,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2015,79575,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2016,79745,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2017,80902,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2018,81186,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2019,78237,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Sweden,2020,87955,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2011,36941,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2012,37715,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2013,37633,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2014,37108,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2015,39149,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2016,38624,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2017,40127,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2018,40576,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2019,39972,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Slovakia,2020,45641,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2011,266,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2012,541,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2013,938,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2014,894,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2015,1109,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2016,1479,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2017,2338,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2018,2654,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2019,2653,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Austria,2020,2451,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2011,3148,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2012,3814,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2013,4126,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2014,3875,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2015,4496,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2016,4448,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2017,4720,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2018,4743,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2019,4957,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Belgium,2020,4609,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2011,11,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2012,27,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2013,38,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2014,16,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2015,23,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2016,30,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2017,26,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2018,32,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2019,28,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Bulgaria,2020,60,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2011,3706,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2012,4075,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2013,4345,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2014,4198,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2015,4725,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2016,4321,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2017,4958,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2018,4842,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2019,5062,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Switzerland,2020,5079,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2011,72,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2012,77,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2013,82,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2014,100,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2015,142,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2016,153,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2017,193,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2018,250,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2019,251,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Cyprus,2020,218,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,Dementia,All deaths reported in the country,Czechia,2011,698,
