DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2012,90045,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2013,90695,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2014,86972,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2015,92323,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2016,90432,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2017,91790,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2018,93688,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2019,92400,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Belgium,2020,109681,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2011,82882,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2012,84746,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2013,80746,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2014,84341,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2015,86308,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2016,83743,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2017,86436,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2018,85303,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2019,85275,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Bulgaria,2020,98508,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2011,52822,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2012,54847,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2013,55703,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2014,55046,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2015,58590,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2016,56217,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2017,58150,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2018,58302,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2019,59439,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Switzerland,2020,67467,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2011,4420,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2012,4659,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2013,4342,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2014,4595,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2015,4992,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2016,4659,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2017,5183,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2018,4987,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2019,5357,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Cyprus,2020,5505,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2011,82385,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2012,84659,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2013,86599,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2014,84464,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2015,90307,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2016,87693,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2017,91500,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2018,93146,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2019,93128,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Czechia,2020,109317,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2011,714206,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2012,733322,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2013,755285,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2014,732824,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2015,785533,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2016,772513,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2017,796608,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2018,816663,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2019,805386,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Germany (until 1990 former territory of the FRG),2020,849176,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2011,42693,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2012,42945,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2013,43319,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2014,42341,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2015,43752,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2016,44052,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2017,44941,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2018,46853,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2019,45889,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Denmark,2020,46864,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2011,93850,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2012,99470,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2013,95223,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2014,97277,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2015,104653,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2016,102188,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2017,108106,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2018,104213,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2019,108770,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Greece,2020,114516,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2011,326155,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2012,341900,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2013,330935,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2014,337099,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2015,363218,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2016,351664,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2017,365527,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2018,368002,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2019,359736,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Spain,2020,429596,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2011,3485240,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2012,3618227,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2013,3612213,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2014,3584869,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2015,3824566,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2016,3757804,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2017,3892548,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2018,3924165,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2019,3910714,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,European Union - 27 countries (from 2020),2020,4400885,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2011,40282,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2012,41880,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2013,42079,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2014,43504,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2015,43889,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2016,45548,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2017,45499,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2018,46501,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2019,46376,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Finland,2020,47699,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2011,427766,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2012,453691,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2013,454217,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2014,446465,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2015,480524,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2016,481746,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2017,495632,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2018,499540,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2019,504674,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,France (metropolitan),2020,558361,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2011,40916,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2012,41801,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2013,40780,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2014,41451,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2015,44663,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2016,42741,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2017,44653,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2018,44004,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2019,43556,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Croatia,2020,48468,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2011,94178,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2012,95792,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2013,94800,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,Annual,Number,Total,65 years or over,All causes of death (A00-Y89) excluding S00-T98,All deaths reported in the country,Hungary,2014,94692,
